id,Timestamp,Country,Sentiment
50,2014-02-19 11:35:14,Argentina,2
51,2014-02-20 08:23:34,France,0
52,2014-02-15 04:40:02,Japan,1
53,2014-02-17 00:13:16,Poland,1
54,2014-02-12 23:24:36,Singapore,2
55,2014-02-07 12:34:30,Vietnam,2
56,2014-02-11 08:50:00,Ukraine,1
57,2014-02-08 02:18:12,Brazil,1
58,2014-02-17 05:23:34,Sweden,1
59,2014-02-10 04:35:11,Ireland,0
60,2014-02-18 23:17:06,Czech Republic,0
61,2014-02-13 12:33:03,United States,2
62,2014-02-19 21:24:04,United States,1
63,2014-02-15 21:20:38,Russia,1
64,2014-02-15 19:26:30,Russia,0
65,2014-02-16 10:28:07,China,0
66,2014-02-11 05:01:27,Portugal,0
67,2014-02-15 16:03:05,Jordan,2
68,2014-02-08 04:29:06,Mexico,0
69,2014-02-18 17:10:01,Canada,0
70,2014-02-13 17:49:54,Argentina,0
71,2014-02-09 00:06:13,France,0
72,2014-02-17 22:55:34,Japan,2
73,2014-02-21 09:01:48,Poland,1
74,2014-02-13 04:27:06,Singapore,0
75,2014-02-08 08:40:42,Vietnam,2
76,2014-02-22 05:09:43,Ukraine,0
77,2014-02-19 22:31:56,Brazil,0
78,2014-02-15 11:13:01,Sweden,2
79,2014-02-10 23:28:39,Ireland,1
80,2014-02-17 12:48:00,Czech Republic,2
81,2014-02-21 18:38:38,United States,2
82,2014-02-07 02:28:26,United States,2
83,2014-02-08 07:43:00,Russia,1
84,2014-02-18 20:36:59,Russia,2
85,2014-02-20 08:27:55,China,0
86,2014-02-07 19:21:00,Portugal,1
87,2014-02-22 04:37:31,Jordan,1
88,2014-02-21 23:50:12,Mexico,2
89,2014-02-11 15:59:42,Canada,1
90,2014-02-10 06:32:18,Argentina,2
91,2014-02-07 23:37:35,France,0
92,2014-02-10 21:07:33,Japan,1
93,2014-02-18 10:37:32,Poland,0
94,2014-02-09 23:28:35,Singapore,2
95,2014-02-18 03:41:39,Vietnam,0
96,2014-02-13 14:39:26,Ukraine,1
97,2014-02-20 21:51:04,Brazil,2
98,2014-02-11 15:56:32,Sweden,2
99,2014-02-09 11:21:15,Ireland,1
100,2014-02-22 02:42:21,Czech Republic,1
101,2014-02-08 12:55:24,United States,1
102,2014-02-16 09:34:42,United States,1
103,2014-02-07 07:36:12,Russia,0
104,2014-02-07 11:08:07,Russia,2
105,2014-02-12 12:19:09,China,2
106,2014-02-09 15:40:39,Portugal,1
107,2014-02-16 10:50:34,Jordan,2
108,2014-02-16 03:12:51,Mexico,1
109,2014-02-11 13:24:36,Canada,0
110,2014-02-16 06:01:54,Argentina,1
111,2014-02-13 04:32:07,France,1
112,2014-02-08 10:16:09,Japan,2
113,2014-02-08 08:35:23,Poland,0
114,2014-02-20 05:47:31,Singapore,0
115,2014-02-13 01:42:50,Vietnam,0
116,2014-02-16 07:52:09,Ukraine,1
117,2014-02-17 08:42:59,Brazil,2
118,2014-02-22 06:57:22,Sweden,2
119,2014-02-07 09:48:58,Ireland,1
120,2014-02-08 12:32:06,Czech Republic,1
121,2014-02-09 12:39:36,United States,2
122,2014-02-19 10:10:30,United States,1
123,2014-02-10 11:49:23,Russia,0
124,2014-02-07 04:55:34,Russia,2
125,2014-02-15 03:52:17,China,2
126,2014-02-09 11:38:45,Portugal,1
127,2014-02-08 16:48:10,Jordan,0
128,2014-02-10 07:19:27,Mexico,2
129,2014-02-21 05:25:42,Canada,1
130,2014-02-21 05:49:56,Argentina,2
131,2014-02-10 19:08:08,France,2
132,2014-02-12 22:25:52,Japan,2
133,2014-02-13 13:45:22,Poland,2
134,2014-02-16 08:25:07,Singapore,0
135,2014-02-09 18:10:49,Vietnam,2
136,2014-02-09 08:06:39,Ukraine,2
137,2014-02-11 11:36:33,Brazil,1
138,2014-02-10 02:16:48,Sweden,1
139,2014-02-09 10:11:34,Ireland,1
140,2014-02-10 17:11:13,Czech Republic,2
141,2014-02-09 23:42:02,United States,1
142,2014-02-16 17:41:08,United States,1
143,2014-02-11 21:22:57,Russia,1
144,2014-02-14 17:50:23,Russia,0
145,2014-02-10 19:23:52,China,2
146,2014-02-22 07:13:49,Portugal,0
147,2014-02-15 13:05:51,Jordan,0
148,2014-02-09 02:53:42,Mexico,0
149,2014-02-09 23:36:09,Canada,1
150,2014-02-10 12:01:46,Argentina,1
151,2014-02-08 17:50:02,France,0
152,2014-02-20 19:35:24,Japan,2
153,2014-02-15 18:07:01,Poland,2
154,2014-02-19 18:38:41,Singapore,1
155,2014-02-08 21:12:53,Vietnam,2
156,2014-02-17 23:14:45,Ukraine,2
157,2014-02-21 15:10:33,Brazil,1
158,2014-02-09 00:06:36,Sweden,1
159,2014-02-20 13:49:27,Ireland,2
160,2014-02-07 19:01:49,Czech Republic,0
161,2014-02-09 17:37:55,United States,0
162,2014-02-22 13:55:43,United States,0
163,2014-02-13 02:44:59,Russia,2
164,2014-02-13 16:04:05,Russia,2
165,2014-02-22 14:30:45,China,1
166,2014-02-15 05:59:49,Portugal,1
167,2014-02-21 22:40:24,Jordan,0
168,2014-02-20 04:31:03,Mexico,1
169,2014-02-19 17:07:57,Canada,2
170,2014-02-18 18:45:16,Argentina,1
171,2014-02-12 21:40:14,France,1
172,2014-02-08 08:43:35,Japan,2
173,2014-02-10 04:24:50,Poland,0
174,2014-02-15 23:27:55,Singapore,0
175,2014-02-16 13:09:43,Vietnam,0
176,2014-02-09 19:25:26,Ukraine,1
177,2014-02-22 14:51:14,Brazil,2
178,2014-02-18 09:31:01,Sweden,0
179,2014-02-17 05:37:04,Ireland,2
180,2014-02-16 04:33:02,Czech Republic,0
181,2014-02-08 05:56:28,United States,2
182,2014-02-11 22:16:56,United States,1
183,2014-02-21 21:45:51,Russia,0
184,2014-02-16 01:36:48,Russia,0
185,2014-02-07 00:50:23,China,1
186,2014-02-10 15:00:43,Portugal,0
187,2014-02-08 07:47:34,Jordan,1
188,2014-02-10 09:50:45,Mexico,0
189,2014-02-21 05:20:57,Canada,2
190,2014-02-15 14:02:08,Argentina,2
191,2014-02-08 08:53:59,France,0
192,2014-02-12 00:49:07,Japan,0
193,2014-02-13 06:49:36,Poland,2
194,2014-02-17 00:26:10,Singapore,2
195,2014-02-08 09:30:11,Vietnam,0
196,2014-02-11 21:25:26,Ukraine,2
197,2014-02-10 07:12:41,Brazil,0
198,2014-02-09 07:56:38,Sweden,1
199,2014-02-15 21:40:43,Ireland,2
200,2014-02-17 00:05:16,Czech Republic,0
201,2014-02-11 05:23:12,United States,1
202,2014-02-10 11:31:14,United States,1
203,2014-02-11 12:51:32,Russia,0
204,2014-02-19 10:57:51,Russia,2
205,2014-02-14 19:36:52,China,0
206,2014-02-20 17:33:45,Portugal,0
207,2014-02-15 10:50:50,Jordan,0
208,2014-02-08 06:04:53,Mexico,0
209,2014-02-18 17:27:43,Canada,0
210,2014-02-18 18:56:54,Argentina,1
211,2014-02-16 23:01:11,France,2
212,2014-02-10 22:08:46,Japan,1
213,2014-02-07 19:17:48,Poland,0
214,2014-02-16 06:01:58,Singapore,1
215,2014-02-17 19:36:18,Vietnam,1
216,2014-02-17 05:11:13,Ukraine,0
217,2014-02-21 01:43:00,Brazil,0
218,2014-02-22 19:32:40,Sweden,1
219,2014-02-10 10:56:36,Ireland,0
220,2014-02-20 08:40:08,Czech Republic,0
221,2014-02-08 22:31:17,United States,0
222,2014-02-12 03:56:22,United States,0
223,2014-02-12 18:18:58,Russia,2
224,2014-02-12 23:48:22,Russia,2
225,2014-02-07 03:53:05,China,0
226,2014-02-13 08:34:49,Portugal,0
227,2014-02-09 22:50:18,Jordan,0
228,2014-02-16 23:09:35,Mexico,2
229,2014-02-11 06:05:56,Canada,1
230,2014-02-10 00:13:44,Argentina,0
231,2014-02-19 18:04:48,France,2
232,2014-02-08 11:01:45,Japan,2
233,2014-02-07 16:06:04,Poland,0
234,2014-02-08 06:00:24,Singapore,1
235,2014-02-12 02:34:24,Vietnam,1
236,2014-02-14 14:39:08,Ukraine,2
237,2014-02-08 10:11:22,Brazil,0
238,2014-02-19 16:29:46,Sweden,0
239,2014-02-14 15:35:45,Ireland,0
240,2014-02-09 14:26:27,Czech Republic,1
241,2014-02-18 02:54:17,United States,2
242,2014-02-15 14:20:04,United States,1
243,2014-02-15 23:35:55,Russia,1
244,2014-02-13 08:48:38,Russia,1
245,2014-02-21 01:49:28,China,2
246,2014-02-22 20:13:02,Portugal,2
247,2014-02-12 19:49:18,Jordan,1
248,2014-02-18 10:03:10,Mexico,1
249,2014-02-15 16:20:11,Canada,2
250,2014-02-12 01:01:53,Argentina,1
251,2014-02-07 15:39:20,France,1
252,2014-02-22 21:37:36,Japan,1
253,2014-02-20 18:19:03,Poland,1
254,2014-02-14 06:06:02,Singapore,0
255,2014-02-12 10:06:07,Vietnam,1
256,2014-02-16 15:38:47,Ukraine,2
257,2014-02-13 18:57:52,Brazil,1
258,2014-02-07 08:29:39,Sweden,1
259,2014-02-10 07:44:29,Ireland,1
260,2014-02-09 00:06:28,Czech Republic,0
261,2014-02-13 10:26:59,United States,1
262,2014-02-16 14:27:11,United States,2
263,2014-02-20 01:35:38,Russia,0
264,2014-02-14 21:49:40,Russia,2
265,2014-02-08 19:30:55,China,0
266,2014-02-10 07:28:42,Portugal,1
267,2014-02-13 05:36:11,Jordan,0
268,2014-02-20 20:32:14,Mexico,2
269,2014-02-12 14:20:15,Canada,2
270,2014-02-10 06:35:39,Argentina,1
271,2014-02-19 01:18:26,France,0
272,2014-02-18 22:51:36,Japan,2
273,2014-02-09 13:37:33,Poland,0
274,2014-02-15 14:57:25,Singapore,0
275,2014-02-11 03:50:32,Vietnam,1
276,2014-02-07 02:38:23,Ukraine,1
277,2014-02-14 05:36:37,Brazil,2
278,2014-02-17 06:49:47,Sweden,1
279,2014-02-10 12:04:17,Ireland,0
280,2014-02-11 02:02:02,Czech Republic,1
281,2014-02-18 10:40:26,United States,2
282,2014-02-09 12:01:52,United States,2
283,2014-02-16 15:05:47,Russia,2
284,2014-02-20 10:59:01,Russia,0
285,2014-02-11 03:26:42,China,0
286,2014-02-13 00:24:56,Portugal,1
287,2014-02-15 10:55:39,Jordan,2
288,2014-02-18 18:38:38,Mexico,1
289,2014-02-20 08:57:59,Canada,1
290,2014-02-13 11:57:29,Argentina,0
291,2014-02-21 23:51:09,France,1
292,2014-02-21 11:05:16,Japan,0
293,2014-02-12 00:31:35,Poland,0
294,2014-02-18 00:02:37,Singapore,0
295,2014-02-11 14:11:46,Vietnam,2
296,2014-02-08 21:55:17,Ukraine,1
297,2014-02-10 10:23:20,Brazil,1
298,2014-02-17 16:57:00,Sweden,0
299,2014-02-16 07:58:04,Ireland,1
300,2014-02-12 00:07:40,Czech Republic,1
301,2014-02-14 11:03:12,United States,1
302,2014-02-10 13:23:07,United States,1
303,2014-02-18 11:07:41,Russia,2
304,2014-02-08 21:43:19,Russia,1
305,2014-02-09 03:07:34,China,0
306,2014-02-18 15:57:12,Portugal,1
307,2014-02-08 02:39:07,Jordan,0
308,2014-02-19 23:32:53,Mexico,1
309,2014-02-13 11:17:12,Canada,0
310,2014-02-10 19:52:15,Argentina,0
311,2014-02-22 10:50:06,France,1
312,2014-02-07 23:06:52,Japan,1
313,2014-02-21 13:10:29,Poland,2
314,2014-02-12 05:08:49,Singapore,1
315,2014-02-07 11:21:38,Vietnam,1
316,2014-02-18 23:08:33,Ukraine,1
317,2014-02-13 23:35:12,Brazil,0
318,2014-02-10 14:36:32,Sweden,0
319,2014-02-18 17:50:00,Ireland,1
320,2014-02-21 22:05:05,Czech Republic,0
321,2014-02-20 01:02:55,United States,1
322,2014-02-18 07:14:30,United States,2
323,2014-02-19 18:38:04,Russia,1
324,2014-02-16 04:03:25,Russia,2
325,2014-02-20 14:30:18,China,0
326,2014-02-07 14:56:18,Portugal,2
327,2014-02-11 18:50:23,Jordan,1
328,2014-02-10 02:51:13,Mexico,1
329,2014-02-20 01:15:13,Canada,2
330,2014-02-11 02:44:41,Argentina,0
331,2014-02-13 02:44:03,France,1
332,2014-02-14 08:17:28,Japan,1
333,2014-02-12 21:17:25,Poland,2
334,2014-02-14 01:46:15,Singapore,1
335,2014-02-17 04:21:55,Vietnam,1
336,2014-02-18 23:57:40,Ukraine,2
337,2014-02-13 21:28:23,Brazil,0
338,2014-02-07 20:07:15,Sweden,1
339,2014-02-17 00:01:52,Ireland,0
340,2014-02-19 15:04:48,Czech Republic,1
341,2014-02-09 16:35:47,United States,2
342,2014-02-12 23:35:23,United States,0
343,2014-02-14 16:32:24,Russia,2
344,2014-02-08 00:10:54,Russia,2
345,2014-02-18 11:56:07,China,0
346,2014-02-08 22:45:32,Portugal,2
347,2014-02-19 20:42:41,Jordan,1
348,2014-02-12 23:42:22,Mexico,0
349,2014-02-16 00:08:53,Canada,2
350,2014-02-09 23:39:58,Argentina,1
351,2014-02-14 06:50:03,France,2
352,2014-02-21 05:48:21,Japan,0
353,2014-02-07 17:58:29,Poland,1
354,2014-02-14 14:16:57,Singapore,0
355,2014-02-12 10:21:31,Vietnam,2
356,2014-02-12 07:50:43,Ukraine,2
357,2014-02-20 11:49:32,Brazil,2
358,2014-02-08 18:02:13,Sweden,2
359,2014-02-22 05:08:15,Ireland,0
360,2014-02-14 08:31:00,Czech Republic,1
361,2014-02-22 17:40:59,United States,2
362,2014-02-22 14:04:56,United States,0
363,2014-02-07 08:50:59,Russia,0
364,2014-02-21 21:57:48,Russia,0
365,2014-02-07 17:01:33,China,0
366,2014-02-07 02:33:37,Portugal,1
367,2014-02-22 09:37:54,Jordan,0
368,2014-02-16 19:18:55,Mexico,1
369,2014-02-08 00:10:17,Canada,0
370,2014-02-10 10:47:50,Argentina,0
371,2014-02-12 15:27:08,France,1
372,2014-02-17 08:49:37,Japan,2
373,2014-02-17 06:39:57,Poland,0
374,2014-02-11 01:26:07,Singapore,2
375,2014-02-15 18:59:40,Vietnam,0
376,2014-02-12 07:49:12,Ukraine,0
377,2014-02-21 10:25:20,Brazil,1
378,2014-02-18 15:21:30,Sweden,1
379,2014-02-10 19:50:06,Ireland,0
380,2014-02-18 01:44:55,Czech Republic,1
381,2014-02-20 06:12:45,United States,0
382,2014-02-09 07:13:09,United States,2
383,2014-02-11 18:00:08,Russia,1
384,2014-02-19 04:51:43,Russia,2
385,2014-02-21 06:10:39,China,2
386,2014-02-15 07:01:07,Portugal,2
387,2014-02-14 13:09:19,Jordan,1
388,2014-02-19 23:10:55,Mexico,1
389,2014-02-12 19:22:04,Canada,0
390,2014-02-11 20:25:26,Argentina,2
391,2014-02-08 11:31:20,France,0
392,2014-02-09 23:31:05,Japan,2
393,2014-02-17 12:12:06,Poland,1
394,2014-02-12 22:06:43,Singapore,0
395,2014-02-11 08:12:40,Vietnam,2
396,2014-02-19 11:53:22,Ukraine,0
397,2014-02-17 10:42:46,Brazil,1
398,2014-02-08 13:17:40,Sweden,1
399,2014-02-17 12:37:51,Ireland,2
400,2014-02-22 06:18:52,Czech Republic,1
401,2014-02-13 16:50:08,United States,1
402,2014-02-07 22:17:32,United States,0
403,2014-02-13 00:26:19,Russia,1
404,2014-02-08 12:50:42,Russia,1
405,2014-02-15 09:51:01,China,2
406,2014-02-17 23:57:43,Portugal,0
407,2014-02-08 08:41:35,Jordan,2
408,2014-02-19 00:25:26,Mexico,1
409,2014-02-11 08:02:55,Canada,0
410,2014-02-22 07:24:21,Argentina,1
411,2014-02-11 04:38:11,France,1
412,2014-02-21 04:34:13,Japan,0
413,2014-02-22 23:17:50,Poland,1
414,2014-02-13 20:21:02,Singapore,0
415,2014-02-11 13:25:52,Vietnam,2
416,2014-02-14 03:13:22,Ukraine,0
417,2014-02-08 19:12:14,Brazil,1
418,2014-02-14 04:04:21,Sweden,1
419,2014-02-16 09:42:57,Ireland,2
420,2014-02-20 22:50:01,Czech Republic,0
421,2014-02-09 20:07:54,United States,0
422,2014-02-09 10:40:03,United States,0
423,2014-02-18 03:41:27,Russia,0
424,2014-02-21 16:45:07,Russia,2
425,2014-02-10 15:41:12,China,2
426,2014-02-14 17:55:24,Portugal,0
427,2014-02-21 07:50:35,Jordan,2
428,2014-02-11 22:24:25,Mexico,1
429,2014-02-15 04:09:47,Canada,0
430,2014-02-10 10:14:45,Argentina,2
431,2014-02-13 22:54:19,France,1
432,2014-02-13 02:07:00,Japan,1
433,2014-02-18 22:36:24,Poland,2
434,2014-02-10 17:20:05,Singapore,1
435,2014-02-16 09:13:08,Vietnam,1
436,2014-02-07 08:39:56,Ukraine,1
437,2014-02-20 18:55:45,Brazil,1
438,2014-02-20 20:45:41,Sweden,1
439,2014-02-22 06:13:42,Ireland,1
440,2014-02-18 22:49:50,Czech Republic,1
441,2014-02-16 18:17:27,United States,1
442,2014-02-07 17:18:15,United States,2
443,2014-02-14 03:08:17,Russia,1
444,2014-02-18 22:23:10,Russia,0
445,2014-02-20 18:16:45,China,0
446,2014-02-14 00:43:04,Portugal,0
447,2014-02-09 23:32:26,Jordan,2
448,2014-02-11 05:07:31,Mexico,0
449,2014-02-08 23:41:05,Canada,1
450,2014-02-21 08:46:00,Argentina,1
451,2014-02-22 10:07:35,France,2
452,2014-02-19 20:05:23,Japan,1
453,2014-02-09 19:17:29,Poland,0
454,2014-02-13 02:29:10,Singapore,0
455,2014-02-16 13:13:16,Vietnam,0
456,2014-02-13 09:36:55,Ukraine,0
457,2014-02-22 16:49:32,Brazil,2
458,2014-02-22 15:01:19,Sweden,2
459,2014-02-16 19:58:05,Ireland,1
460,2014-02-10 04:42:58,Czech Republic,0
461,2014-02-19 18:23:05,United States,2
462,2014-02-21 23:33:17,United States,1
463,2014-02-14 10:47:16,Russia,1
464,2014-02-15 14:18:06,Russia,0
465,2014-02-16 06:06:38,China,0
466,2014-02-20 05:40:09,Portugal,1
467,2014-02-16 09:39:10,Jordan,0
468,2014-02-09 07:28:36,Mexico,1
469,2014-02-22 21:03:41,Canada,2
470,2014-02-11 00:09:06,Argentina,2
471,2014-02-08 08:19:36,France,0
472,2014-02-13 16:23:04,Japan,2
473,2014-02-21 03:25:57,Poland,2
474,2014-02-09 00:14:33,Singapore,0
475,2014-02-15 04:05:46,Vietnam,0
476,2014-02-12 20:57:16,Ukraine,0
477,2014-02-21 00:25:07,Brazil,0
478,2014-02-09 13:47:24,Sweden,2
479,2014-02-17 14:07:25,Ireland,0
480,2014-02-18 17:28:06,Czech Republic,1
481,2014-02-21 08:47:18,United States,1
482,2014-02-18 08:22:22,United States,1
483,2014-02-14 12:26:14,Russia,0
484,2014-02-17 15:47:08,Russia,2
485,2014-02-16 11:59:30,China,2
486,2014-02-20 21:00:25,Portugal,0
487,2014-02-21 03:53:30,Jordan,0
488,2014-02-22 08:15:03,Mexico,1
489,2014-02-21 23:57:03,Canada,2
490,2014-02-11 17:02:01,Argentina,1
491,2014-02-10 19:52:44,France,0
492,2014-02-17 23:08:57,Japan,2
493,2014-02-10 14:35:44,Poland,2
494,2014-02-10 08:44:13,Singapore,1
495,2014-02-14 18:09:39,Vietnam,0
496,2014-02-22 14:09:07,Ukraine,2
497,2014-02-18 21:54:25,Brazil,2
498,2014-02-21 05:15:10,Sweden,1
499,2014-02-07 18:45:11,Ireland,2
500,2014-02-19 01:44:04,Czech Republic,2
501,2014-02-14 10:38:45,United States,1
502,2014-02-15 12:40:11,United States,1
503,2014-02-15 19:32:42,Russia,0
504,2014-02-16 22:55:05,Russia,1
505,2014-02-20 03:49:05,China,0
506,2014-02-17 07:51:39,Portugal,1
507,2014-02-13 05:51:26,Jordan,0
508,2014-02-10 07:15:53,Mexico,2
509,2014-02-18 12:38:55,Canada,0
510,2014-02-18 12:51:44,Argentina,1
511,2014-02-16 05:20:35,France,1
512,2014-02-15 12:22:44,Japan,2
513,2014-02-14 07:55:50,Poland,1
514,2014-02-10 11:59:21,Singapore,0
515,2014-02-18 16:48:25,Vietnam,2
516,2014-02-10 19:06:34,Ukraine,1
517,2014-02-17 23:39:38,Brazil,0
518,2014-02-15 19:30:23,Sweden,0
519,2014-02-17 18:11:28,Ireland,1
520,2014-02-13 06:37:07,Czech Republic,1
521,2014-02-17 16:16:06,United States,1
522,2014-02-09 22:50:36,United States,2
523,2014-02-19 10:44:40,Russia,1
524,2014-02-08 20:20:18,Russia,2
525,2014-02-10 18:52:45,China,1
526,2014-02-18 04:42:53,Portugal,2
527,2014-02-19 05:37:13,Jordan,1
528,2014-02-18 17:09:52,Mexico,0
529,2014-02-11 00:12:41,Canada,2
530,2014-02-08 06:22:55,Argentina,1
531,2014-02-17 02:11:23,France,2
532,2014-02-16 03:41:22,Japan,0
533,2014-02-07 19:45:24,Poland,1
534,2014-02-10 09:31:38,Singapore,0
535,2014-02-15 04:55:44,Vietnam,0
536,2014-02-21 13:32:29,Ukraine,2
537,2014-02-21 04:37:12,Brazil,2
538,2014-02-17 00:08:52,Sweden,2
539,2014-02-12 23:54:18,Ireland,2
540,2014-02-13 11:01:29,Czech Republic,0
541,2014-02-19 07:26:00,United States,0
542,2014-02-11 08:08:43,United States,1
543,2014-02-08 07:02:52,Russia,0
544,2014-02-10 04:47:29,Russia,0
545,2014-02-15 19:24:56,China,0
546,2014-02-08 18:07:23,Portugal,0
547,2014-02-12 08:46:55,Jordan,1
548,2014-02-18 10:02:20,Mexico,1
549,2014-02-10 10:22:47,Canada,1
550,2014-02-15 04:42:13,Argentina,2
